PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440;P7440S1;P7440S2;P7450;P7330;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4
20230313;03;2023;7367360;1;2;1;70;;1;1160.7464571;70;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367360;1;3;1;70;;1;1160.7464571;70;;2;1;16;4;;;48;800000;1;;6;0;8;AYUDANTE DE ALBAÑILERIA;4;2;2;2;;2;;9313;9313;41;4112
20230313;03;2023;7367361;1;2;1;70;;1;763.32271375;70;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367361;1;5;1;70;;1;763.32271375;70;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367365;1;1;1;70;;2;234.83145026;18;1;;;;;;;;;1;;9;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;.;9111;97;9700
20230313;03;2023;7367365;1;2;1;70;;2;234.83145026;18;1;;;;;;;;;1;;0;3;4;CARGUE Y DESCARGUE DE BULTOS;4;1;2;2;;2;;.;9333;52;5224
20230313;03;2023;7367368;1;1;1;70;;2;344.74159389;18;1;;;;;;;;;1;;12;0;3;ABONAR Y CUIDAR CULTIVOS DE PAPAYA Y LIMONES;7;3;2;2;;2;;.;9211;01;0121
20230313;03;2023;7367369;1;1;1;70;;2;452.14973537;18;1;;;;;;;;;1;;12;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;.;9111;97;9700
20230313;03;2023;7367371;1;1;1;70;;2;435.46099186;18;;2;1;52;4;;;48;900000;1;;12;0;6;LIMPIEZA DE POTREROS Y ARREGLO DE CERCOS;7;3;2;2;;1;300000;9211;9211;10;1040
20230313;03;2023;7367371;1;2;1;70;;2;435.46099186;18;1;;;;;;;;;1;;24;0;3;AUXILIAR DE COCINA;1;4;2;2;;2;;.;9412;56;5611
20230313;03;2023;7367373;1;2;1;70;;2;180.95589946;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367375;1;1;1;70;;2;301.04963337;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367375;1;3;1;70;;2;301.04963337;18;1;;;;;;;;;1;;18;0;4;EBANISTA;4;1;2;2;;2;;.;7522;31;3110
20230313;03;2023;7367376;1;1;1;70;;2;388.51764679;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367377;1;1;1;70;;2;320.19953108;18;;1;1;2;4;;;48;900000;1;;0;2;8;LIMPIA POTREROS Y ARREGLO DE CERCOS;4;1;2;2;;2;;9211;9211;01;0161
20230313;03;2023;7367377;1;2;1;70;;2;320.19953108;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367377;1;3;1;70;;2;320.19953108;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367378;1;2;1;70;;2;275.56714445;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367378;1;3;1;70;;2;275.56714445;18;;1;1;12;1;;;45;1000000;2;;;;;.;;;;2;;2;;5223;;;
20230313;03;2023;7367380;1;2;1;70;;2;459.34785957;18;1;;;;;;;;;1;;48;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;.;9111;97;9700
20230313;03;2023;7367381;1;2;1;70;;2;288.91813926;18;1;;;;;;;;;1;;360;0;3;LABORES DOMESTICAS;3;1;2;2;;2;;.;9111;97;9700
20230313;03;2023;7367381;1;4;1;70;;2;288.91813926;18;1;;;;;;;;;1;;60;0;9;LIMPIA POTREROS Y ARREGLO DE CERCOS;7;2;2;2;;2;;.;9211;01;0141
20230313;03;2023;7367382;1;1;1;70;;2;308.8125157;18;1;;;;;2;5;;500000;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367383;1;1;1;70;;2;273.79167339;18;;1;1;12;1;;;48;1800000;1;;3;0;5;SOLDADO PROFESIONAL;2;10;2;3;;2;;5414;0310;84;8423
20230313;03;2023;7367383;1;2;1;70;;2;273.79167339;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367385;1;2;1;70;;2;183.08245592;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367386;1;2;1;70;;2;187.86516021;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367387;1;2;1;70;;2;271.01057082;18;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230313;03;2023;7367388;1;1;1;70;;2;174.5141654;18;1;;;;;;;;;1;;4;0;3;LABORES DOMESTICAS;4;1;2;2;;2;;.;9111;81;8121
20230309;03;2023;7367390;1;2;1;70;05;1;842.05272208;05;1;;;;;;;;;1;;240;0;3;PREPARAR ALIMENTOS;1;10;2;2;;2;;.;5120;85;8530
20230309;03;2023;7367390;1;3;1;70;05;1;842.05272208;05;;2;1;24;1;;;48;1160000;1;;3;0;6;VENDEDORA CLIENTE A CLIENTE DE LAMPARAS;1;4;2;2;;2;;5223;5223;47;4755
20230309;03;2023;7367395;1;1;1;70;05;1;1748.3461528;05;;1;1;6;1;;;48;1000000;1;;2;0;8;CONFECCIONAR  PRENDAS DE VESTIR;1;2;2;2;;2;;8153;7531;14;1410
20230309;03;2023;7367395;1;3;1;70;05;1;1748.3461528;05;1;;;;;;;;;1;;2;0;8;APOYO EN BODEGA  VESTIER Y SEGURIDAD (LOGISTICA INTEGRAL);1;9;2;2;;2;;.;4321;47;4771
20230309;03;2023;7367395;1;4;1;70;05;1;1748.3461528;05;1;;;;;1;;48;1000000;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367396;1;2;1;70;05;1;1034.6755317;05;1;;;;;;;;;1;;24;0;9;VENDEDORA EN NEGOCIO DE COMIDAS RAPIDAS;4;2;2;2;;2;;.;5246;56;5619
20230309;03;2023;7367396;1;3;1;70;05;1;1034.6755317;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367396;1;4;1;70;05;1;1034.6755317;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367396;1;5;1;70;05;1;1034.6755317;05;;1;1;5;1;;;48;1300000;2;;;;;.;;;;2;;2;;4110;;;
20230309;03;2023;7367397;1;1;1;70;05;1;1653.0488705;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367397;1;2;1;70;05;1;1653.0488705;05;;2;1;48;4;;;48;1300000;1;;12;0;8;REFORMAR CASA MONTAR COLUMNAS Y PLANCHA;4;2;2;2;;2;;9333;9313;41;4111
20230309;03;2023;7367400;1;1;1;70;05;1;1355.7579818;05;1;;;;;;;;;1;;0;2;4;RECICLADOR;4;1;2;2;;2;;.;9611;38;3830
20230309;03;2023;7367401;1;2;1;70;05;1;1353.6739788;05;1;;;;;;;;;1;;6;0;3;CONFECCION DE CONJUNTOS DEPORTIVOS A TERCEROS;1;2;2;2;;2;;.;7531;14;1410
20230309;03;2023;7367401;1;3;1;70;05;1;1353.6739788;05;;1;1;8;1;;;48;1200000;1;;3;0;8;ASESOR DE CALL CENTER;1;10;2;2;;2;;4222;4222;65;6523
20230309;03;2023;7367402;1;2;1;70;05;1;1236.6978803;05;1;;;;;1;;48;1160000;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367403;1;1;1;70;05;1;1241.7790418;05;1;;;;;;;;;1;;2;5;3;CAMARERA DE HOTEL;1;3;2;2;;2;;.;5131;55;5511
20230309;03;2023;7367404;1;1;1;70;05;1;843.85377805;05;1;;;;;;;;;1;;12;0;6;ENCARGADA DE OBRA BLANCA;1;5;2;2;;2;;.;7112;41;4111
20230309;03;2023;7367404;1;6;1;70;05;1;843.85377805;05;1;;;;;1;;48;1160000;1;;0;2;6;OPERARIA DE MAQUINA DE  ENSAMBLE;1;8;2;2;;2;;.;8219;32;3240
20230309;03;2023;7367406;1;1;1;70;05;1;927.72499783;05;1;;;;;;;;;1;;84;5;3;LIMPIEZA DE EDIFICIO(BARRER TRAPEAR SACUDIR);1;5;2;2;;2;;.;9112;81;8121
20230309;03;2023;7367406;1;2;1;70;05;1;927.72499783;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367407;1;2;1;70;05;1;1267.3024946;05;1;;;;;;;;;1;;2;2;4;SERVICIOS DE ACARREOS Y TRASTEOS;4;1;2;2;;2;;.;8332;49;4923
20230309;03;2023;7367407;1;3;1;70;05;1;1267.3024946;05;;1;1;5;1;;;48;1160000;1;;2;1;6;HACER INVENTARIO EN BODEGA;1;10;2;2;;2;;5223;4321;47;4741
20230309;03;2023;7367407;1;4;1;70;05;1;1267.3024946;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367408;1;2;1;70;05;1;1073.7188652;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367408;1;3;1;70;05;1;1073.7188652;05;1;;;;;;;;;1;;420;2;5;DOCENTE EN BASICA PRIMARIA EN TODAS LAS ASIGNATURAS;1;10;2;3;;2;;.;2341;85;8513
20230309;03;2023;7367408;1;4;1;70;05;1;1073.7188652;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367410;1;1;1;70;05;1;929.09133116;05;1;;;;;;;;;1;;6;0;7;AUXILIAR DE COCINA (PREPARACION DE ALIMENTOS) PICADAS DE CARNES Y ALMUERZOS TIPICOS;1;3;2;2;;2;;.;9412;56;5611
20230309;03;2023;7367411;1;1;1;70;05;1;1066.7176933;05;1;;;;;;;;;1;;48;0;1;ENTREGA DE REFRIGERIO A LOS ALUMNOS (VASO DE LECHE);1;6;2;2;;2;;.;9629;85;8530
20230309;03;2023;7367413;1;2;1;70;05;1;1116.2631669;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367414;1;3;1;70;05;1;1049.0076917;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367414;1;4;1;70;05;1;1049.0076917;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367426;1;1;1;70;05;1;756.88669792;05;;1;1;4;1;;;48;1160000;1;;0;2;8;ATENDER COMENSALES EN RESTAURANTE ( MESERA);1;4;2;2;;1;300000;9412;5131;56;5611
20230309;03;2023;7367426;1;2;1;70;05;1;756.88669792;05;;1;1;4;1;;;48;1200000;1;;2;0;8;CONDUCTOR DE TAXI;4;1;2;2;;2;;8324;8324;49;4921
20230309;03;2023;7367426;1;3;1;70;05;1;756.88669792;05;;1;1;8;1;;;48;1160000;1;;0;1;8;RECOPILAR INFORMACION (ENCUESTADORA);1;6;2;2;;2;;9412;4132;73;7320
20230309;03;2023;7367427;1;4;1;70;05;1;812.61346185;05;1;;;;;;;;;1;;60;0;6;PREPARAR COMIDAS RAPIDAS (HAMBURGUESAS Y PERROS CALIENTES);4;1;2;2;;2;;.;9411;56;5619
20230309;03;2023;7367430;1;1;1;70;05;1;741.00639543;05;1;;;;;;;;;1;;5;0;4;PROCESADORA DE AVES LIMPIAR MOLLEJAS;1;1;2;2;;2;;.;8160;46;4631
20230309;03;2023;7367430;1;2;1;70;05;1;741.00639543;05;;2;1;144;4;;;48;1300000;1;;36;0;9;OPERADOR Y MANTENIMIENTO DE MAQUINAS TRAGAMONEDAS PARA CASINO;4;5;2;2;;2;;7421;4212;92;9200
20230309;03;2023;7367432;1;1;1;70;05;1;1394.4939241;05;1;;;;;;;;;1;;150;0;5;DOCENTE;1;7;2;3;;2;;.;2310;85;8544
20230309;03;2023;7367439;1;2;1;70;05;1;918.64394694;05;1;;;;;;;;;1;;12;0;3;DISEÑAR PUBLICIDAD LOGOS TARJETAS;1;8;2;2;;2;;.;2166;18;1811
20230309;03;2023;7367440;1;2;1;70;05;1;1061.6339519;05;1;;;;;;;;;1;;240;0;3;EMPLEADA DOMESTICA HOGARES;4;1;2;2;;2;;.;9111;81;8121
20230309;03;2023;7367444;1;1;1;70;05;1;991.93172771;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367445;1;3;1;70;05;1;1091.0752267;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367446;1;1;1;70;05;1;1114.3987294;05;1;;;;;2;5;;1160000;1;;48;0;4;LABORES DE ASEO EN VIVIENDAS;4;1;2;2;;2;;.;9112;81;8121
20230309;03;2023;7367448;1;1;1;70;05;1;1446.1418472;05;1;;;;;;;;;1;;24;5;4;PINTOR DE BROCHA GORDA;4;1;2;2;;2;;.;7131;41;4111
20230309;03;2023;7367450;1;2;1;70;05;1;1554.1239044;05;1;;;;;;;;;1;;240;0;4;SOLDADOR;4;1;2;2;;2;;.;7212;33;3311
20230309;03;2023;7367451;1;1;1;70;05;1;1271.8486177;05;1;;;;;;;;;1;;240;5;5;OFICIAL DE CONSTRUCCION;1;9;2;3;;2;;.;7112;42;4210
20230309;03;2023;7367451;1;2;1;70;05;1;1271.8486177;05;1;;;;;;;;;1;;240;5;3;PULIDORA MANUAL DE PRENDAS DE VESTIR;1;2;2;2;;2;;.;9321;14;1410
20230309;03;2023;7367452;1;2;1;70;05;1;793.37214513;05;1;;;;;;;;;1;;48;3;8;HACER INFORMES DE PLANEACION URBANA;1;10;2;2;;2;;.;2142;85;8544
20230309;03;2023;7367452;1;3;1;70;05;1;793.37214513;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367453;1;3;1;70;05;1;632.83952003;05;1;;;;;1;;24;500000;1;;36;0;9;VENDEDOR DE MOSTRADOR DE ALIMENTOS (PAN CHURROS);1;2;2;2;;2;;.;5223;10;1081
20230309;03;2023;7367453;1;4;1;70;05;1;632.83952003;05;1;;;;;1;;24;500000;1;;12;0;2;CARGUE Y DESCARGUE DE ALIMENTOS (ARROZ PAPAS);4;1;2;2;;2;;.;9333;52;5224
20230309;03;2023;7367453;1;5;1;70;05;1;632.83952003;05;;1;1;4;1;;;24;500000;2;;;;;.;;;;2;;2;;4226;;;
20230309;03;2023;7367453;1;6;1;70;05;1;632.83952003;05;1;;;;;;;;;1;;3;0;2;DESPACHO Y PROMOCION DE TURISMO EN LANCHAS;4;1;2;2;;2;;.;4323;79;7911
20230309;03;2023;7367453;1;8;1;70;05;1;632.83952003;05;;2;1;21;1;;;24;900000;1;;5;0;2;DOMCILIARIO (ENTREGA DE ALIMENTOS EN LOCALES Y VIVIENDAS CARNES Y LACTEOS);4;1;2;2;;2;;9621;9621;53;5320
20230309;03;2023;7367457;1;1;1;70;05;1;836.41064638;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367465;1;1;1;70;05;1;755.39416187;05;1;;;;;;;;;1;;150;0;5;BIBLIOTECOLOGA;1;10;2;3;;2;;.;2622;85;8544
20230309;03;2023;7367467;1;1;1;70;05;1;863.59057299;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367468;1;1;1;70;05;1;876.06864205;05;;2;1;20;1;;;48;2000000;1;;4;0;8;DOCENTE DE ARTES PLASTICAS;4;1;2;2;;2;;2355;2355;85;8553
20230309;03;2023;7367469;1;1;1;70;05;1;876.06864205;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367470;1;1;1;70;05;1;1212.3610005;05;1;;;;;;;;;1;;420;0;3;ASEAR OFICINA;1;4;2;2;;2;;.;9112;10;1040
20230309;03;2023;7367471;1;3;1;70;05;1;1202.8241103;05;1;;;;;;;;;1;;2;1;2;DISEÑADORA PUBLICITARIA;1;6;2;2;;2;;.;2166;47;4755
20230309;03;2023;7367474;1;1;1;70;05;1;1316.9354238;05;1;;;;;1;;48;1160000;1;;96;0;8;AUXILIAR DE BODEGA;1;10;2;2;;2;;.;4321;42;4220
20230309;03;2023;7367474;1;2;1;70;05;1;1316.9354238;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367474;1;3;1;70;05;1;1316.9354238;05;;1;1;3;1;;;48;1160000;1;;0;3;7;ADMINISTRADORA DE TIENDA DE BISUTERIA;4;1;2;2;;2;;5223;1420;47;4774
20230309;03;2023;7367476;1;2;1;70;05;1;1009.1490186;05;1;;;;;;;;;1;;2;1;8;AUXILIAR DE LABORATORIO DE COSMETOLOGIA;1;5;2;2;;2;;.;3212;20;2023
20230309;03;2023;7367476;1;3;1;70;05;1;1009.1490186;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367478;1;2;1;70;05;1;862.9868911;05;1;;;;;;;;;2;;;;;.;;;;1;1;2;;.;.;;.
20230309;03;2023;7367479;1;2;1;70;05;1;824.33386108;05;1;;;;;;;;;1;;2;0;6;MESERA;1;3;2;2;;2;;.;5131;56;5611
20230309;03;2023;7367480;1;1;1;70;05;1;917.19852239;05;1;;;;;;;;;1;;204;0;3;CUIDAR ADULTO MAYOR;3;1;2;2;;2;;.;5322;97;9700
20230309;03;2023;7367482;1;1;1;70;05;1;873.96510872;05;;2;1;108;1;;;48;1160000;1;;36;0;7;AUXILIAR DE GOLFISTA CADDIE;1;9;2;3;;2;;8332;9621;93;9312
20230309;03;2023;7367482;1;2;1;70;05;1;873.96510872;05;1;;;;;;;;;1;;360;0;7;EMPACAR MEDICAMENTOS;1;9;2;2;;2;;.;3213;47;4773
20230309;03;2023;7367482;1;3;1;70;05;1;873.96510872;05;1;;;;;;;;;1;;15;0;1;OPERARIO DE MAQUINA HILADORA;1;5;2;2;;2;;.;8153;14;1410
20230309;03;2023;7367482;1;4;1;70;05;1;873.96510872;05;;1;1;4;1;;;48;1160000;1;;1;2;8;MENSAJERO DOMICILIARIO EN MOTO;1;5;2;1;1;2;;9321;5131;56;5611
20230309;03;2023;7367483;1;3;1;70;05;1;897.42677967;05;;2;1;52;1;;;24;1160000;1;;1;0;8;AUXILIAR DE PELUQUERIA HACER LAVADO DE CABELLOS TINTURAS ASEO GENERAL;1;3;2;2;;1;300000;5131;5141;96;9602
20230309;03;2023;7367485;1;1;1;70;05;1;2104.3123081;05;1;;;;;;;;;1;;365;0;5;OPERARIA DE PRODUCCION DE CREMAS Y MAQUILLAJE;1;8;2;3;;2;;.;8131;20;2023
20230309;03;2023;7367486;1;1;1;70;05;1;2458.0655461;05;1;;;;;;;;;1;;36;0;3;ASESORA COMERCIAL;1;6;2;2;;2;;.;5223;47;4772
20230309;03;2023;7367486;1;2;1;70;05;1;2458.0655461;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367487;1;2;1;70;05;1;2285.8236284;05;1;;;;;;;;;1;;260;0;7;SECRETARIA (LLEVAR LA CONTABILIDAD Y MANEJO DEL ALMACEN);1;3;2;3;;2;;.;4120;47;4759
20230309;03;2023;7367489;1;1;1;70;05;1;2104.3123081;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367491;1;4;1;70;05;1;926.78768912;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367493;1;1;1;70;05;1;1020.4481238;05;1;;;;;;;;;1;;46;2;5;INSTALAR COCINAS MUEBLES EN MADERA;1;8;2;3;;2;;.;9329;31;3110
20230309;03;2023;7367493;1;2;1;70;05;1;1020.4481238;05;1;;;;;;;;;1;;86;2;3;OPERARIA DE MAQUINA PLANA;1;6;2;2;;2;;.;8153;14;1410
20230309;03;2023;7367493;1;6;1;70;05;1;1020.4481238;05;1;;;;;;;;;1;;46;2;6;VENTA DE CHANCE;4;9;2;2;;2;;.;4212;92;9200
20230309;03;2023;7367498;1;3;1;70;05;1;534.75336785;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367499;1;1;1;70;05;1;736.09203768;05;1;;;;;;;;;1;;1;0;7;HACER LLAVEROS TALLAR MADERA;1;4;2;3;;1;80000;.;7351;16;1690
20230309;03;2023;7367499;1;2;1;70;05;1;736.09203768;05;1;;;;;;;;;1;;3;0;4;PULIR MADERA PARA ARTESANIAS;1;4;2;2;;2;;.;7351;16;1690
20230309;03;2023;7367500;1;1;1;70;05;1;1115.9231937;05;;2;1;16;1;;;48;1000000;1;;4;2;7;OPERARIA DE MAQUINA FILETEADORA;1;3;2;2;;2;;8153;8153;14;1410
20230309;03;2023;7367501;1;1;1;70;05;1;671.46147722;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367504;1;2;1;70;05;1;670.5587058;05;1;;;;;;;;;1;;12;0;2;CUIDAR Y ATENDER NIÑOS;4;1;2;2;;2;;.;5311;88;8891
20230309;03;2023;7367505;1;1;1;70;05;1;1322.9910591;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367505;1;2;1;70;05;1;1322.9910591;05;1;;;;;;;;;1;;24;0;5;OFICIAL DE CONSTRUCCION;4;1;2;2;;2;;.;7112;41;4111
20230309;03;2023;7367505;1;3;1;70;05;1;1322.9910591;05;1;;;;;;;;;1;;5;0;4;AYUDANTE DE CONSTRUCCION;4;4;2;2;;2;;.;9313;41;4111
20230309;03;2023;7367506;1;2;1;70;05;1;911.7056251;05;1;;;;;;;;;1;;180;0;4;ATENCION CUIDADO Y EDUCACION PARA NIÑOS (MADRE COMUNITARIA EN GUARDERIA);1;1;2;2;;2;;.;5311;88;8891
20230309;03;2023;7367506;1;6;1;70;05;1;911.7056251;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367508;1;1;1;70;05;1;892.60128908;05;1;;;;;;;;;1;;18;5;5;LABORES DE ASEO(BARRER TRAPEAR SACUDIR) EN INSTITUCION EDUCATIVA;1;9;2;3;;2;;.;9112;85;8513
20230309;03;2023;7367508;1;4;1;70;05;1;892.60128908;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367508;1;5;1;70;05;1;892.60128908;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367510;1;2;1;70;05;1;977.94763861;05;;1;1;4;1;;;48;1300000;1;;36;0;2;AUXILIAR DE COCINA PREPARACION DE ALIMENTOS EN COCINA INDUSTRIAL;1;10;2;2;;2;;5311;9412;56;5629
20230309;03;2023;7367511;1;1;1;70;05;1;733.75881791;05;1;;;;;;;;;1;;540;2;5;VIGILANTE;1;10;2;2;;2;;.;5414;61;6190
20230309;03;2023;7367511;1;2;1;70;05;1;733.75881791;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367512;1;2;1;70;05;1;1837.4674764;05;1;;;;;;;;;1;;168;0;1;OPERARIA DE MAQUINA CORTADORA DE LOZA Y VIDRIO;1;10;2;1;2;2;;.;7315;23;2310
20230309;03;2023;7367512;1;3;1;70;05;1;1837.4674764;05;1;;;;;;;;;1;;12;0;2;RECREACIONISTA;1;6;2;2;;2;;.;3423;85;8552
20230309;03;2023;7367512;1;4;1;70;05;1;1837.4674764;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367513;1;2;1;70;05;1;1829.1478041;05;1;;;;;;;;;1;;108;0;3;ASESOR COMERCIAL Y ENCARGADA DE PETICIONES QUEJAS Y RECLAMOS;1;10;2;2;;2;;.;4110;84;8412
20230309;03;2023;7367516;1;4;1;70;05;1;565.62572097;05;1;;;;;;;;;1;;204;0;1;EMPLEADA DOMESTICA;3;1;2;2;;2;;.;9111;97;9700
20230309;03;2023;7367517;1;2;1;70;05;1;830.10608886;05;;1;1;1;1;;;48;1200000;1;;5;0;6;OFICIOS VARIOS HACER TINTOS Y BARRER;1;9;2;2;;2;;9313;9112;86;8610
20230309;03;2023;7367517;1;3;1;70;05;1;830.10608886;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367518;1;2;1;70;05;1;1303.5196078;05;1;;;;;2;5;;600000;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367519;1;2;1;70;05;1;829.93340557;05;1;;;;;;;;;1;;36;1;4;ASEADORA EN HOGARES;4;1;2;2;;2;;.;9111;81;8121
20230309;03;2023;7367521;1;1;1;70;05;1;880.01373973;05;1;;;;;;;;;1;;1;0;1;ESTILISTA;1;2;2;2;;2;;.;5141;96;9602
20230309;03;2023;7367524;1;1;1;70;05;1;1115.9231937;05;1;;;;;2;5;;1160000;1;;240;0;4;LABORES DE ASEO EN VIVIENDAS;3;1;2;2;;2;;.;9111;97;9700
20230309;03;2023;7367527;1;1;1;70;05;1;1264.2850548;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367527;1;2;1;70;05;1;1264.2850548;05;;1;1;12;1;;;48;1160000;1;;3;2;8;AYUDANTE DE OBRA CONTAR VIAJES DE VOLQUETES Y ESTAR PENDIENTE DE LAS MOVENSIONES DE TIERRA (HACER LA LOGISTICA DE ESTAS ACTIVIDADES);1;8;2;2;;2;;5223;9312;42;4290
20230309;03;2023;7367527;1;3;1;70;05;1;1264.2850548;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367530;1;1;1;70;05;1;1115.9231937;05;1;;;;;;;;;1;;240;0;3;LABORES DE ASEO EN VIVIENDAS;4;1;2;3;;2;;.;9111;81;8121
20230309;03;2023;7367531;1;1;1;70;05;1;1227.515513;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367532;1;1;1;70;05;1;777.5135705;05;1;;;;;;;;;1;;36;0;9;DOCENTE DE ECONOMIA PARA ESTUDIANTES UNIVERSITARIOS;1;10;2;3;;2;;.;2310;85;8544
20230309;03;2023;7367532;1;2;1;70;05;1;777.5135705;05;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367532;1;3;1;70;05;1;777.5135705;05;1;;;;;;;;;1;;348;0;3;DISEÑADORA DE PUBLICIDAD (DIBUJO DE PARA PENDONES VALLAS ETC);1;4;2;2;;2;;.;2431;73;7310
20230309;03;2023;7367536;1;2;1;70;08;1;782.87330636;08;1;;;;;;;;;1;;240;0;9;ATENCION AL CLIENTE MANEJAR CAJA REGISTRADORA;1;2;2;2;;2;;.;5230;56;5619
20230309;03;2023;7367538;1;3;1;70;08;1;729.49449676;08;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367539;1;2;1;70;08;1;1178.2632888;08;;2;1;45;1;;;48;3000000;1;;12;2;1;COMERCIO AL POR MAYOR DE VIDRIOS Y  PERFILES DE ALUMINIO;1;10;2;2;;2;;3341;5223;46;4663
20230309;03;2023;7367541;1;2;1;70;08;1;673.20824274;08;1;;;;;;;;;2;;;;;.;;;;2;;2;;.;.;;.
20230309;03;2023;7367545;1;1;1;70;08;1;953.68156313;08;1;;;;;;;;;1;;600;0;3;SECRETARIA DE OFICINA ARCHIVAR DOCUMENTOS FACTURAS DE LA EMPRESA;1;10;2;2;;2;;.;4120;10;1081
