PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20230417;04;2023;7396102;1;1;1;70;;1;683.77261618;68;1;;;;;;;;;1;240;1;9;6;2;2;2;;2;;.;5120;01;0141;
20230417;04;2023;7396102;1;2;1;70;;1;683.77261618;68;1;;;;;;;;;1;12;1;7;4;1;2;2;;2;;.;5223;47;4711;
20230417;04;2023;7396103;1;2;1;70;;1;1181.370048;68;1;;;;;;;;;1;5;0;4;1;2;2;2;;2;;.;9112;56;5611;
20230417;04;2023;7396104;1;1;1;70;;1;701.19005561;68;1;;;;;;;;;1;120;0;4;4;2;2;2;;2;;.;6111;01;0111;
20230417;04;2023;7396104;1;2;1;70;;1;701.19005561;68;1;;;;;;;;;1;96;0;4;2;5;2;2;;2;;.;5120;87;8710;
20230417;04;2023;7396105;1;1;1;70;;1;1143.1667048;68;;2;1;53;1;;;48;1100000;1;6;1;7;4;1;2;1;4;2;;5223;9411;56;5619;
20230417;04;2023;7396106;1;3;1;70;;1;1499.6243605;68;1;;;;;;;;;1;4;0;9;1;2;2;2;;2;;.;5113;79;7911;
20230417;04;2023;7396107;1;2;1;70;;1;816.59671296;68;1;;;;;;;;;1;216;1;3;3;1;2;1;4;2;;.;9111;97;9700;
20230417;04;2023;7396108;1;1;1;70;;1;1378.6741421;68;;1;1;8;1;;;48;2000000;1;8;0;1;1;10;2;2;;2;;8331;8331;49;4921;
20230417;04;2023;7396109;1;1;1;70;;1;881.07671036;68;1;;;;;;;;;1;48;0;3;3;1;2;2;;2;;.;9111;97;9700;
20230417;04;2023;7396111;1;3;1;70;;1;681.80980222;68;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396112;1;1;1;70;;2;954.96563152;05;1;;;;;;;;;1;228;0;3;4;1;2;2;;2;;.;9112;81;8121;
20230417;04;2023;7396113;1;3;1;70;;2;1055.732623;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396114;1;1;1;70;;2;611.67998024;05;1;;;;;;;;;1;48;0;5;4;2;2;3;;2;;.;3422;93;9319;
20230417;04;2023;7396114;1;2;1;70;;2;611.67998024;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396115;1;1;1;70;;2;611.67998024;05;1;;;;;;;;;1;52;0;5;1;7;2;3;;2;;.;7223;25;2599;
20230417;04;2023;7396115;1;2;1;70;;2;611.67998024;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396115;1;3;1;70;;2;611.67998024;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396115;1;4;1;70;;2;611.67998024;05;1;;;;;;;;;1;24;0;2;1;7;2;2;;2;;.;3334;68;6820;
20230417;04;2023;7396116;1;2;1;70;;2;490.98536029;05;1;;;;;;;;;1;36;0;3;3;1;2;2;;2;;.;9111;97;9700;
20230417;04;2023;7396117;1;1;1;70;;2;871.10521922;05;1;;;;;;;;;1;132;0;8;1;2;2;2;;2;;.;5112;49;4921;
20230417;04;2023;7396117;1;2;1;70;;2;871.10521922;05;1;;;;;;;;;1;120;0;5;2;2;2;3;;2;;.;5311;85;8511;
20230417;04;2023;7396118;1;1;1;70;;2;1169.8556823;05;1;;;;;;;;;1;12;0;4;1;4;2;3;;2;;.;2651;90;9005;
20230417;04;2023;7396120;1;1;1;70;;2;490.98536029;05;1;;;;;;;;;1;84;1;5;1;4;2;3;;2;;.;8153;14;1410;
20230417;04;2023;7396121;1;2;1;70;;2;762.98097988;05;1;;;;;;;;;1;276;0;3;1;4;2;2;;2;;.;1420;10;1081;
20230417;04;2023;7396121;1;3;1;70;;2;762.98097988;05;1;;;;;;;;;1;148;0;4;1;3;2;2;;2;;.;5329;32;3250;
20230417;04;2023;7396121;1;4;1;70;;2;762.98097988;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396122;1;1;1;70;;2;468.46703086;05;1;;;;;;;;;1;120;0;5;1;10;2;3;;2;;.;8151;13;1311;
20230417;04;2023;7396122;1;2;1;70;;2;468.46703086;05;1;;;;;;;;;1;180;0;5;1;4;2;3;;2;;.;8153;14;1410;
20230417;04;2023;7396126;1;1;1;70;;2;479.92167676;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396128;1;2;1;70;;2;561.42669113;05;1;;;;;;;;;2;;;;;;;1;1;2;;.;.;;.;
20230417;04;2023;7396129;1;2;1;70;;2;392.78828823;05;;2;1;24;4;;;48;1000000;1;12;0;8;4;1;2;2;;2;;5142;5223;47;4771;
20230417;04;2023;7396132;1;3;1;70;;2;1921.7320964;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396134;1;2;1;70;;2;1742.7524577;23;1;;;;;1;;36;800000;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396135;1;1;1;70;;2;1068.1328504;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396135;1;2;1;70;;2;1068.1328504;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396135;1;3;1;70;;2;1068.1328504;23;1;;;;;;;;;1;3;0;2;4;1;2;2;;2;;.;9211;01;0161;
20230417;04;2023;7396136;1;2;1;70;;2;2074.4929509;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396136;1;3;1;70;;2;2074.4929509;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396136;1;4;1;70;;2;2074.4929509;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396139;1;2;1;70;;2;1804.3777857;23;1;;;;;1;;30;900000;1;48;0;1;3;3;2;2;;1;120000;.;9111;97;9700;
20230417;04;2023;7396141;1;1;1;70;;2;1339.4937576;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396141;1;2;1;70;;2;1339.4937576;23;1;;;;;;;;;1;24;0;4;4;1;2;2;;2;;.;9211;01;0161;
20230417;04;2023;7396141;2;3;2;70;;2;1339.4937576;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396141;3;2;3;70;;2;1339.4937576;23;;2;1;200;1;;;45;1200000;1;72;0;3;3;1;2;2;;2;;5243;9111;97;9700;
20230417;04;2023;7396143;1;1;1;70;;2;1888.5905648;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396143;1;2;1;70;;2;1888.5905648;23;;2;1;138;1;;;45;1200000;1;36;0;8;1;4;2;2;;2;;5414;5414;80;8010;
20230417;04;2023;7396143;1;3;1;70;;2;1888.5905648;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396145;1;1;1;70;;2;844.26268476;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396147;1;2;1;70;;2;1419.0763055;23;1;;;;;;;;;1;240;0;4;4;2;2;2;;2;;.;6121;01;0141;
20230417;04;2023;7396148;1;5;1;70;;2;1305.8681648;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396148;1;6;1;70;;2;1305.8681648;23;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;9211;01;0161;
20230417;04;2023;7396149;1;3;1;70;;2;2111.8175688;23;;2;1;16;1;;;45;1160000;2;;;;;;;2;;2;;4311;;;;
20230417;04;2023;7396149;1;4;1;70;;2;2111.8175688;23;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230417;04;2023;7396150;1;2;1;70;;2;1624.7264461;23;1;;;;;1;;40;1160000;1;72;0;3;1;5;2;2;;2;;.;5120;56;5611;
20230414;04;2023;7396151;1;2;1;70;05;1;911.14019508;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396153;1;1;1;70;05;1;938.75657332;05;;1;1;12;1;;;48;1300000;1;3;0;8;1;8;2;2;;2;;5223;5223;10;1082;
20230414;04;2023;7396156;1;1;1;70;05;1;1217.921592;05;;1;1;4;1;;;48;1500000;1;1;0;8;1;2;2;2;;2;;8323;8323;49;4921;
20230414;04;2023;7396157;1;1;1;70;05;1;1081.6820671;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396158;1;1;1;70;05;1;854.09948425;05;1;;;;;;;;;1;36;0;3;1;4;2;2;;2;;.;8153;14;1410;
20230414;04;2023;7396158;1;4;1;70;05;1;854.09948425;05;1;;;;;;;;;1;12;0;2;1;6;2;2;;2;;.;8153;14;1410;
20230414;04;2023;7396160;1;2;1;70;05;1;1097.831069;05;1;;;;;;;;;1;4;0;3;1;2;2;2;;2;;.;5142;96;9602;
20230414;04;2023;7396161;1;2;1;70;05;1;1179.1957561;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396161;1;3;1;70;05;1;1179.1957561;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396162;1;2;1;70;05;1;4057.4320541;05;1;;;;;1;;24;1160000;1;48;0;2;1;5;2;2;;2;;.;4321;15;1522;
20230414;04;2023;7396162;1;3;1;70;05;1;4057.4320541;05;;1;1;13;1;;;40;1160000;1;3;2;8;4;1;2;2;;2;;2161;2161;71;7111;
20230414;04;2023;7396163;1;1;1;70;05;1;2629.5825779;05;1;;;;;;;;;1;240;0;3;1;3;2;2;;2;;.;5223;47;4773;
20230414;04;2023;7396164;1;1;1;70;05;1;1270.4009225;05;1;;;;;;;;;1;200;0;5;1;10;2;3;;2;;.;5223;47;4771;
20230414;04;2023;7396165;1;1;1;70;05;1;1341.8696901;05;;1;1;8;1;;;24;2000000;1;12;0;6;1;10;2;2;;2;;5223;4110;51;5112;
20230414;04;2023;7396166;1;1;1;70;05;1;1302.3945141;05;1;;;;;;;;;1;360;0;5;1;10;2;3;;2;;.;4120;10;1012;
20230414;04;2023;7396166;1;2;1;70;05;1;1302.3945141;05;1;;;;;;;;;1;24;0;5;4;1;2;3;;2;;.;2149;33;3312;
20230414;04;2023;7396169;1;1;1;70;05;1;1442.2427561;05;1;;;;;;;;;1;36;0;5;4;1;2;3;;2;;.;2611;69;6910;
20230414;04;2023;7396170;1;1;1;70;05;1;1308.2206163;05;1;;;;;;;;;1;150;0;5;1;10;2;3;;2;;.;5120;56;5611;
20230414;04;2023;7396171;1;2;1;70;05;1;868.41944781;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396171;1;4;1;70;05;1;868.41944781;05;;2;1;16;1;;;48;1160000;2;;;;;;;2;;2;;4222;;;;
20230414;04;2023;7396171;1;5;1;70;05;1;868.41944781;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396174;1;1;1;70;05;1;944.17746364;05;1;;;;;1;;24;1000000;1;280;0;5;1;10;2;3;;2;;.;7543;13;1313;
20230414;04;2023;7396174;1;2;1;70;05;1;944.17746364;05;1;;;;;1;;48;1160000;1;1;0;3;4;1;2;2;;2;;.;9520;47;4789;
20230414;04;2023;7396174;1;3;1;70;05;1;944.17746364;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396175;1;2;1;70;05;1;1348.4645318;05;;1;1;3;1;;;48;1160000;1;1;0;6;1;10;2;2;;2;;5223;4222;82;8220;
20230414;04;2023;7396176;1;1;1;70;05;1;1351.3013315;05;;1;1;12;1;;;48;1160000;1;3;0;7;1;3;2;2;;2;;5223;8153;13;1392;
20230414;04;2023;7396177;1;1;1;70;05;1;1244.5388675;05;1;;;;;;;;;1;168;0;3;1;8;2;2;;2;;.;7531;14;1410;
20230414;04;2023;7396178;1;2;1;70;05;1;2714.4658928;05;1;;;;;1;;48;1160000;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396178;1;3;1;70;05;1;2714.4658928;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396179;1;2;1;70;05;1;772.33612795;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396180;1;1;1;70;05;1;1164.1050594;05;;1;1;8;1;;;48;1300000;1;2;0;6;1;3;2;2;;2;;5223;3343;70;7020;
20230414;04;2023;7396180;1;2;1;70;05;1;1164.1050594;05;1;;;;;;5;;1300000;1;84;0;8;4;8;2;2;;2;;.;2656;60;6010;
20230414;04;2023;7396182;1;1;1;70;05;1;1205.4055646;05;1;;;;;;;;;1;36;5;7;1;6;2;2;;2;;.;8151;14;1410;
20230414;04;2023;7396185;1;1;1;70;05;1;927.12864985;05;1;;;;;;;;;1;240;5;5;1;10;2;3;;2;;.;9313;14;1410;
20230414;04;2023;7396185;1;5;1;70;05;1;927.12864985;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396185;1;8;1;70;05;1;927.12864985;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396186;1;5;1;70;05;1;816.61495769;05;;1;1;4;1;;;48;1160000;1;1;1;1;1;3;2;2;;2;;5131;5131;56;5611;
20230414;04;2023;7396188;1;1;1;70;05;1;1212.352587;05;1;;;;;;;;;1;72;0;5;2;8;2;3;;2;;.;2330;85;8521;
20230414;04;2023;7396188;1;3;1;70;05;1;1212.352587;05;1;;;;;;;;;1;4;0;2;4;2;2;2;;2;;.;2512;74;7420;
20230414;04;2023;7396189;1;1;1;70;05;1;1095.8123853;05;;1;1;12;1;;;48;2500000;1;3;0;8;1;10;2;2;;2;;3341;8323;41;4111;
20230414;04;2023;7396189;1;2;1;70;05;1;1095.8123853;05;1;;;;;;;;;1;30;0;5;2;10;2;3;;2;;.;2432;84;8412;
20230414;04;2023;7396190;1;1;1;70;05;1;1034.3140107;05;1;;;;;;;;;1;200;0;5;1;10;2;3;;2;;.;4120;64;6412;
20230414;04;2023;7396191;1;1;1;70;05;1;1085.3287618;05;1;;;;;;;;;1;144;1;7;1;10;2;3;;2;;.;8160;12;1200;
20230414;04;2023;7396191;1;2;1;70;05;1;1085.3287618;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396192;1;3;1;70;05;1;1128.7083653;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396193;1;2;1;70;05;1;1150.8542123;05;1;;;;;;;;;1;624;0;3;1;3;2;2;;2;;.;5230;56;5613;
20230414;04;2023;7396195;1;2;1;70;05;1;1359.320355;05;1;;;;;;;;;1;180;5;3;1;10;2;2;;2;;.;5222;45;4530;
20230414;04;2023;7396195;1;4;1;70;05;1;1359.320355;05;1;;;;;;5;;3500000;1;3;5;8;4;1;2;2;;2;;.;2342;85;8559;
20230414;04;2023;7396197;1;1;1;70;05;1;1519.7076093;05;1;;;;;;;;;1;144;0;4;1;4;2;2;;2;;.;4311;47;4752;
20230414;04;2023;7396198;1;1;1;70;05;1;1308.2206163;05;1;;;;;;;;;1;480;5;3;1;9;2;2;;2;;.;9412;56;5629;
20230414;04;2023;7396198;1;2;1;70;05;1;1308.2206163;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396199;1;1;1;70;05;1;1512.9281345;05;1;;;;;;;;;1;168;0;1;1;10;2;3;;2;;.;4311;13;1312;
20230414;04;2023;7396199;1;3;1;70;05;1;1512.9281345;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396200;1;1;1;70;05;1;1081.6820671;05;1;;;;;;;;;1;120;0;4;3;1;2;2;;2;;.;9111;97;9700;
20230414;04;2023;7396203;1;6;1;70;05;1;1111.7513466;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396204;1;1;1;70;05;1;976.79588561;05;1;;;;;;;;;1;120;5;6;4;1;2;2;;2;;.;5212;47;4781;
20230414;04;2023;7396204;1;2;1;70;05;1;976.79588561;05;1;;;;;;;;;1;48;5;4;3;1;2;2;;2;;.;9111;97;9700;
20230414;04;2023;7396205;1;2;1;70;05;1;960.48899158;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396206;1;1;1;70;05;1;1488.4160737;05;1;;;;;;;;;1;48;0;3;4;1;2;2;;2;;.;9111;81;8121;
20230414;04;2023;7396208;1;5;1;70;05;1;823.65681943;05;1;;;;;1;;12;500000;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396210;1;1;1;70;05;1;941.55158745;05;;1;1;2;1;;;48;1160000;1;0;2;9;1;10;2;2;;1;1160000;9112;9112;86;8610;
20230414;04;2023;7396211;1;1;1;70;05;1;865.34565367;05;1;;;;;;;;;1;24;0;5;1;4;2;3;;2;;.;8153;14;1410;
20230414;04;2023;7396213;1;1;1;70;05;1;1122.9931894;05;1;;;;;;5;;1500000;1;12;1;1;1;2;2;2;;2;;.;2411;69;6920;
20230414;04;2023;7396213;1;2;1;70;05;1;1122.9931894;05;1;;;;;;;;;1;20;1;3;1;5;2;2;;2;;.;5311;88;8891;
20230414;04;2023;7396214;1;2;1;70;05;1;2658.5010517;05;1;;;;;;;;;1;12;0;4;1;10;2;3;;2;;.;5321;86;8621;
20230414;04;2023;7396216;1;2;1;70;05;1;1150.8542123;05;1;;;;;;;;;2;;;;;;;3;;2;;.;.;;.;
20230414;04;2023;7396218;1;3;1;70;05;1;2183.8127461;05;1;;;;;;;;;1;3;3;8;1;5;2;2;;2;;.;9329;14;1410;
20230414;04;2023;7396218;1;4;1;70;05;1;2183.8127461;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396220;1;2;1;70;05;1;2277.0393139;05;1;;;;;;;;;1;276;2;3;3;1;2;2;;2;;.;9111;97;9700;
20230414;04;2023;7396220;1;3;1;70;05;1;2277.0393139;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396220;1;4;1;70;05;1;2277.0393139;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396222;1;2;1;70;05;1;1282.9565141;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396223;1;2;1;70;05;1;895.92937486;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396225;1;1;1;70;05;1;1048.7215912;05;1;;;;;;;;;1;300;0;5;1;9;2;3;;2;;.;9329;14;1410;
20230414;04;2023;7396227;1;2;1;70;05;1;1074.9660494;05;1;;;;;;;;;1;1;0;3;4;1;2;2;;2;;.;9112;81;8121;
20230414;04;2023;7396228;1;2;1;70;05;1;1280.7294281;05;1;;;;;;;;;1;120;0;3;1;10;2;2;;2;;.;2141;13;1312;
20230414;04;2023;7396228;1;3;1;70;05;1;1280.7294281;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396229;1;1;1;70;05;1;1277.0586673;05;;2;1;16;1;;;48;1800000;1;36;0;1;1;10;2;2;;2;;2131;2131;85;8543;
20230414;04;2023;7396230;1;1;1;70;05;1;1078.3900458;05;1;;;;;;;;;1;130;0;5;1;10;2;3;;2;;.;3315;27;2750;
20230414;04;2023;7396230;1;2;1;70;05;1;1078.3900458;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396230;1;5;1;70;05;1;1078.3900458;05;1;;;;;2;5;;1160000;1;12;0;2;1;10;2;2;;2;;.;4222;82;8220;
20230414;04;2023;7396231;1;1;1;70;05;1;1365.6946437;05;1;;;;;;;;;1;24;0;2;1;4;2;2;;2;;.;1420;47;4759;
20230414;04;2023;7396233;1;1;1;70;05;1;1085.3287618;05;1;;;;;;;;;1;36;0;5;1;6;2;2;;2;;.;7131;41;4111;
20230414;04;2023;7396233;1;2;1;70;05;1;1085.3287618;05;1;;;;;;;;;1;36;0;4;1;10;2;2;;2;;.;4222;82;8220;
20230414;04;2023;7396235;1;1;1;70;05;1;1325.6289436;05;1;;;;;;;;;1;48;5;2;1;4;2;2;;2;;.;5223;47;4771;
20230414;04;2023;7396236;1;2;1;70;05;1;910.95134728;05;1;;;;;;;;;1;60;0;4;1;5;2;3;;2;;.;7536;15;1521;
20230414;04;2023;7396236;1;4;1;70;05;1;910.95134728;05;1;;;;;;;;;1;8;0;7;4;2;2;2;;2;;.;9411;56;5619;
20230414;04;2023;7396239;1;1;1;70;05;1;1000.7910794;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396239;1;2;1;70;05;1;1000.7910794;05;;1;1;2;4;;;90;1000000;1;0;2;7;5;2;2;2;;1;200000;8153;8153;14;1410;
20230414;04;2023;7396240;1;1;1;70;05;1;1002.4704945;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396240;1;9;1;70;05;1;1002.4704945;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396243;1;1;1;70;05;1;1187.6106974;05;1;;;;;;;;;1;80;0;4;5;2;2;3;;2;;.;1412;56;5611;
20230414;04;2023;7396243;1;2;1;70;05;1;1187.6106974;05;1;;;;;;;;;1;15;0;8;2;10;2;2;;2;;.;2634;86;8610;
20230414;04;2023;7396245;1;1;1;70;05;1;871.90970413;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396245;1;2;1;70;05;1;871.90970413;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396245;1;3;1;70;05;1;871.90970413;05;1;;;;;;;;;1;36;1;7;4;1;2;2;;2;;.;1420;47;4731;
20230414;04;2023;7396247;1;1;1;70;05;1;1220.994857;05;1;;;;;;;;;1;168;1;4;4;2;2;2;;2;;.;1420;47;4752;
20230414;04;2023;7396247;1;2;1;70;05;1;1220.994857;05;1;;;;;;;;;1;192;0;7;6;2;2;2;;2;;.;5223;47;4752;
20230414;04;2023;7396250;1;1;1;70;05;1;1588.0011531;05;1;;;;;;;;;1;312;0;5;1;8;2;2;;2;;.;7111;41;4111;
20230414;04;2023;7396251;1;2;1;70;05;1;1775.8428726;05;1;;;;;;;;;1;18;5;3;1;3;2;2;;2;;.;9411;56;5611;
20230414;04;2023;7396253;1;1;1;70;05;1;1865.3974134;05;1;;;;;;;;;1;24;0;3;1;7;2;2;;2;;.;4222;82;8220;
20230414;04;2023;7396254;1;1;1;70;05;1;1769.5846746;05;1;;;;;;;;;1;24;0;8;1;8;2;2;;2;;.;5230;56;5611;
20230414;04;2023;7396256;1;1;1;70;05;1;1802.8034451;05;1;;;;;;;;;1;48;5;5;3;1;2;3;;2;;.;5311;97;9700;
20230414;04;2023;7396257;1;1;1;70;05;1;1602.963877;05;1;;;;;;;;;1;36;0;7;4;1;2;2;;2;;.;5223;47;4771;
20230414;04;2023;7396257;1;2;1;70;05;1;1602.963877;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396258;1;1;1;70;05;1;1762.8114555;05;1;;;;;;;;;1;160;0;4;1;10;2;2;;2;;.;5414;80;8010;
20230414;04;2023;7396259;1;1;1;70;05;1;1288.8567556;05;1;;;;;;;;;1;120;0;3;4;1;2;2;;2;;.;7531;95;9529;
20230414;04;2023;7396259;1;2;1;70;05;1;1288.8567556;05;1;;;;;1;;24;1160000;1;6;0;2;1;6;2;2;;2;;.;9629;93;9329;
20230414;04;2023;7396260;1;1;1;70;05;1;1180.8770561;05;1;;;;;;;;;1;0;2;8;1;2;2;2;;1;150000;.;4110;94;9499;
20230414;04;2023;7396260;1;2;1;70;05;1;1180.8770561;05;1;;;;;;;;;1;2;0;2;4;10;2;2;;2;;.;4110;85;8544;
20230414;04;2023;7396264;1;3;1;70;05;1;1462.0109592;05;1;;;;;;;;;1;0;2;9;1;4;2;2;;1;1160000;.;7512;10;1081;
20230414;04;2023;7396265;1;1;1;70;05;1;955.49132866;05;1;;;;;;;;;1;360;3;3;1;10;2;2;;2;;.;5223;47;4711;
20230414;04;2023;7396266;1;1;1;70;05;1;788.76087589;05;1;;;;;;;;;1;12;1;5;1;2;2;2;;2;;.;9622;81;8110;
20230414;04;2023;7396266;1;3;1;70;05;1;788.76087589;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396268;1;1;1;70;05;1;1081.6820671;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396270;1;2;1;70;08;1;2064.6312735;08;;2;1;52;1;;;72;2000000;1;12;3;8;1;10;2;2;;2;;1342;1342;86;8610;
20230414;04;2023;7396273;1;1;1;70;08;1;1148.4273417;08;1;;;;;;;;;1;60;0;4;4;1;2;2;;2;;.;9121;96;9601;
20230414;04;2023;7396274;1;3;1;70;08;1;734.04895199;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396275;1;2;1;70;08;1;633.63539118;08;1;;;;;;;;;1;60;2;3;4;1;2;2;;2;;.;5223;47;4771;
20230414;04;2023;7396278;1;1;1;70;08;1;446.82067054;08;1;;;;;;;;;1;300;2;3;4;1;2;2;;2;;.;9121;96;9602;
20230414;04;2023;7396278;1;2;1;70;08;1;446.82067054;08;1;;;;;1;;24;1160000;1;48;2;4;4;1;2;2;;2;;.;5212;56;5619;
20230414;04;2023;7396278;1;3;1;70;08;1;446.82067054;08;1;;;;;1;;24;500000;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396278;1;5;1;70;08;1;446.82067054;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396278;1;7;1;70;08;1;446.82067054;08;1;;;;;1;;20;450000;1;240;2;4;4;1;2;2;;2;;.;9520;47;4782;
20230414;04;2023;7396281;1;2;1;70;08;1;840.52140002;08;1;;;;;1;;48;1200000;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396282;1;2;1;70;08;1;707.6263818;08;;2;1;28;1;;;48;1200000;2;;;;;;;2;;2;;4120;;;;
20230414;04;2023;7396282;1;3;1;70;08;1;707.6263818;08;1;;;;;1;;48;1100000;1;7;0;6;1;10;2;2;;2;;.;9333;52;5224;
20230414;04;2023;7396282;1;4;1;70;08;1;707.6263818;08;1;;;;;1;;24;700000;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396283;1;1;1;70;08;1;577.99691515;08;1;;;;;2;4;;1000000;1;6;1;8;3;1;2;2;;2;;.;5322;97;9700;
20230414;04;2023;7396283;1;3;1;70;08;1;577.99691515;08;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20230414;04;2023;7396283;1;6;1;70;08;1;577.99691515;08;1;;;;;;;;;1;120;1;5;4;1;2;2;;2;;.;7112;41;4111;
20230414;04;2023;7396286;1;4;1;70;08;1;1052.9465923;08;1;;;;;;;;;1;380;0;5;2;10;1;3;;2;;.;2341;85;8530;
20230414;04;2023;7396287;1;2;1;70;08;1;1172.2496342;08;;2;1;40;1;;;48;1500000;1;42;2;1;1;7;2;2;;2;;4311;4415;86;8610;
20230414;04;2023;7396288;1;2;1;70;11;1;2774.9007131;11;1;;;;;;;;;1;72;0;3;1;10;2;2;;2;;.;4110;65;6523;
20230414;04;2023;7396288;1;3;1;70;11;1;2774.9007131;11;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
